variant,tokenizer,model,remove_velocity,hard_quantization,dataset_a,dataset_b,fmd,valid,real_pair,source_a,source_b,real_files_a,real_files_b,bootstrap_mean,bootstrap_std,bootstrap_ci_lower,bootstrap_ci_upper
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,jazz,classical,0.06609049477630007,True,True,real,real,120,120,0.11704279755760578,0.00627371519156572,0.10504937259708517,0.12789720648132472
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,jazz,pop,0.0563667279767281,True,True,real,real,120,120,0.11151846285650172,0.006616043564043507,0.10014500650326034,0.12336580423103165
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,jazz,rap,0.06044962388404094,True,True,real,real,120,120,0.11347850677629871,0.005720097368445329,0.10299697332238573,0.1253356572828705
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,rock,classical,0.07529378808693113,True,True,real,real,120,120,0.12013264311459823,0.006761592467153296,0.10991615208201586,0.13451597831191975
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,rock,pop,0.06415415811399701,True,True,real,real,120,120,0.11430474947815097,0.007176305027697226,0.10091035557398498,0.12666566646254726
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,rock,rap,0.06560883427659536,True,True,real,real,120,120,0.1148623813195874,0.005975258938387887,0.10626592160844427,0.13072352941974422
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,classical,pop,0.04721460768015273,True,True,real,real,120,120,0.10795215191809752,0.0057219739186173905,0.09873257971374302,0.1198426125037853
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,classical,rap,0.07317790468411123,True,True,real,real,120,120,0.11839498023149053,0.004442348743766891,0.1095391846274685,0.12656062420017708
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,pop,rap,0.06932880744119219,True,True,real,real,120,120,0.11776020403386948,0.004513414458149332,0.10993845631307969,0.12754631690102822
tok=REMI|model=CLaMP-2|vel=on|quant=off,REMI,CLaMP-2,False,False,maestro,midicaps,0.4038141756592662,True,True,real,real,120,120,0.5852861681100212,0.2294145771273074,0.38989343867354853,1.2414227716673847
tok=REMI|model=CLaMP-2|vel=on|quant=off,REMI,CLaMP-2,False,False,maestro,pop909,0.32280219676536337,True,True,real,real,120,120,0.5677406358994397,0.25402376715215697,0.31249376757252706,1.058540978328666
tok=REMI|model=CLaMP-2|vel=on|quant=off,REMI,CLaMP-2,False,False,maestro,jazz,0.47374814294143364,True,True,real,real,120,120,0.5616473759747047,0.19372431530056158,0.3790114440513251,1.0061888932682974
tok=REMI|model=CLaMP-2|vel=on|quant=off,REMI,CLaMP-2,False,False,maestro,rock,0.5634978866350192,True,True,real,real,120,120,0.6302171963878365,0.16578416961377962,0.4661105935960267,1.0404475260754313
