dataset,configuration,perturbation,file,cosine_shift,corpus_scale,normalized_shift
maestro,MusicBERT-REMI,quantized_time,maestro_0062.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0066.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0067.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0069.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0070.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0072.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0073.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0074.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0081.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0082.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0083.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0085.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0086.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0087.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0088.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0091.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0093.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0094.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0095.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0096.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0098.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0099.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_01.mid,0.0015249848365783691,0.004077732563018799,0.3739786297925833
maestro,MusicBERT-REMI,quantized_time,maestro_0100.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0101.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0103.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0104.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0105.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0108.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0111.mid,1.7881393432617188e-07,0.004077732563018799,4.385131480858901e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0112.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0113.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0117.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0118.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0120.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0121.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0122.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0123.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0128.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0129.mid,-1.1920928955078125e-07,0.004077732563018799,-2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0130.mid,0.0,0.004077732563018799,0.0
